JobID,Jenjang,Kualifikasi,Posisi,Gender,Provinsi,Kota,Pengalaman,Skill 1,Skill 2,Skill 3,Gaji,Jenis,Perusahaan,TglPosting,Jenis Perusahaan,Link,Deskripsi
70,General,Bachelor Degree,HR Generalist,General,Jakarta,Jakarta Barat,24,Human Resource Management,Collaboration,Microsoft Office,0,Full time,Sekolah Citra Kasih - Sekolah Ciputra Kasih - Sekolah Citra Berkat,2023-05-04,Sekolah,https://citrakasih.sch.id/vacancy/,"Maximum age of 35 years old, Bachelor's degree in related field, minimum 2 years of experience in related field, have a calling in education, strong administration skills, detail oriented, well organized, proficient in operating Ms Office, HRIS system, tech savvy, have knowladge in Human Resource Management, Excellent communication skills, Familiar with training and development program, dynamic and adaptive for any changes"
71,General,Bachelor Degree,HR Generalist,General,Jawa Barat,Cileungsi,24,Human Resource Management,Microsoft Office,Administrative,0,Full time,Sekolah Citra Kasih - Sekolah Ciputra Kasih - Sekolah Citra Berkat,2023-05-04,Sekolah,https://citrakasih.sch.id/vacancy/,"Maximum age of 35 years old, Bachelor's degree in related field, minimum 2 years of experience in related field, have a calling in education, strong administration skills, detail oriented, well organized, proficient in operating Ms Office, HRIS system, tech savvy, have knowladge in Human Resource Management, Excellent communication skills, Familiar with training and development program, dynamic and adaptive for any changes"
72,Elementary School,Bachelor Degree,Physical Education and Health Teacher,General,Jakarta,Jakarta Barat,24,Sport,Proficient in English,Collaboration,0,Full time,Sekolah Citra Kasih - Sekolah Ciputra Kasih - Sekolah Citra Berkat,2023-05-04,Sekolah,https://citrakasih.sch.id/vacancy/,"Maximum age of 35 years old, Bachelor's degree in related field, minimum 2 years of experience in related field, have a calling in education, proficient in English"
73,General,Bachelor Degree,Librarian,General,Jakarta,Jakarta Barat,24,Library Administration,Administrative,Proficient in English,0,Full time,Sekolah Citra Kasih - Sekolah Ciputra Kasih - Sekolah Citra Berkat,2023-05-04,Sekolah,https://citrakasih.sch.id/vacancy/,"Maximum age of 35 years old, Bachelor's degree in related field, minimum 2 years of experience in related field, have a calling in education, proficient in English"
74,Elementary School,Bachelor Degree,Homeroom teacher,General,Jakarta,Jakarta Barat,24,Leadership,Lesson Plan,Creative,0,Full time,Sekolah Citra Kasih - Sekolah Ciputra Kasih - Sekolah Citra Berkat,2023-05-04,Sekolah,https://citrakasih.sch.id/vacancy/,"Maximum age of 35 years old, Bachelor's degree in related field, minimum 2 years of experience in related field, have a calling in education, proficient in English"
75,Junior High School,Bachelor Degree,Math Teacher,General,Jakarta,Jakarta Barat,24,Mathematics,Proficient in English,Collaboration,0,Full time,Sekolah Citra Kasih - Sekolah Ciputra Kasih - Sekolah Citra Berkat,2023-05-04,Sekolah,https://citrakasih.sch.id/vacancy/,"Maximum age of 35 years old, Bachelor's degree in related field, minimum 2 years of experience in related field, have a calling in education, proficient in English"
76,Junior High School,Bachelor Degree,English teacher,General,Jakarta,Jakarta Barat,24,Proficient in English,Communication,Creative,0,Full time,Sekolah Citra Kasih - Sekolah Ciputra Kasih - Sekolah Citra Berkat,2023-05-04,Sekolah,https://citrakasih.sch.id/vacancy/,"Maximum age of 35 years old, Bachelor's degree in related field, minimum 2 years of experience in related field, have a calling in education, proficient in English"
77,Junior High School,Bachelor Degree,Christian Religion Teacher,General,Jakarta,Jakarta Barat,24,Christian Religion,Proficient in English,Leadership,0,Full time,Sekolah Citra Kasih - Sekolah Ciputra Kasih - Sekolah Citra Berkat,2023-05-04,Sekolah,https://citrakasih.sch.id/vacancy/,"Maximum age of 35 years old, Bachelor's degree in related field, minimum 2 years of experience in related field, have a calling in education, proficient in English"
78,Senior High School,Bachelor Degree,Christian Religion Teacher,General,Jakarta,Jakarta Barat,24,Christian Religion,Proficient in English,Communication,0,Full time,Sekolah Citra Kasih - Sekolah Ciputra Kasih - Sekolah Citra Berkat,2023-05-04,Sekolah,https://citrakasih.sch.id/vacancy/,"Maximum age of 35 years old, Bachelor's degree in related field, minimum 2 years of experience in related field, have a calling in education, proficient in English"
79,General,Bachelor Degree,History teacher,General,Jakarta,Jakarta Barat,24,History,Collaboration,Proficient in English,0,Full time,Sekolah Citra Kasih - Sekolah Ciputra Kasih - Sekolah Citra Berkat,2023-05-04,Sekolah,https://citrakasih.sch.id/vacancy/,"Maximum age of 35 years old, Bachelor's degree in related field, minimum 2 years of experience in related field, have a calling in education, proficient in English"
80,General,Bachelor Degree,Digital Marketing,General,Jakarta,Jakarta Barat,24,Marketing,Collaboration,Communication,0,Full time,Sekolah Citra Kasih - Sekolah Ciputra Kasih - Sekolah Citra Berkat,2023-05-04,Sekolah,https://citrakasih.sch.id/vacancy/,"Maximum age of 35 years old, Bachelor's degree in related field, minimum 2 years of experience in related field, have a calling in education, proficient in English"
81,General,Bachelor Degree,Accounting,General,Jakarta,Jakarta Barat,24,Economy,Administrative,Proficient in English,0,Full time,Sekolah Citra Kasih - Sekolah Ciputra Kasih - Sekolah Citra Berkat,2023-05-04,Sekolah,https://citrakasih.sch.id/vacancy/,"Maximum age of 35 years old, Bachelor's degree in related field, minimum 2 years of experience in related field, have a calling in education, proficient in English"
82,Kindergarten,Bachelor Degree,Kindergarten Teacher,General,Maluku,Ambon,24,Experience in teaching kids,Proficient in English,Creative,0,Full time,Sekolah Citra Kasih - Sekolah Ciputra Kasih - Sekolah Citra Berkat,2023-05-04,Sekolah,https://citrakasih.sch.id/vacancy/,"Maximum age of 35 years old, Bachelor's degree in related field, minimum 2 years of experience in related field, have a calling in education, proficient in English"
83,General,Bachelor Degree,Vocal teacher,General,Maluku,Ambon,24,Arts,Collaboration,Proficient in English,0,Full time,Sekolah Citra Kasih - Sekolah Ciputra Kasih - Sekolah Citra Berkat,2023-05-04,Sekolah,https://citrakasih.sch.id/vacancy/,"Maximum age of 35 years old, Bachelor's degree in related field, minimum 2 years of experience in related field, have a calling in education, proficient in English"
84,General,Bachelor Degree,Accounting Staff,General,Maluku,Ambon,24,Economy,Administrative,Collaboration,0,Full time,Sekolah Citra Kasih - Sekolah Ciputra Kasih - Sekolah Citra Berkat,2023-05-04,Sekolah,https://citrakasih.sch.id/vacancy/,"Maximum age of 35 years old, Bachelor's degree in related field, minimum 2 years of experience in related field, have a calling in education, proficient in English"
85,Elementary School,Bachelor Degree,ICT Teacher,General,Jawa Barat,Cileungsi,24,Operate a computer,Proficient in English,Communication,0,Full time,Sekolah Citra Kasih - Sekolah Ciputra Kasih - Sekolah Citra Berkat,2023-05-04,Sekolah,https://citrakasih.sch.id/vacancy/,"Maximum age of 35 years old, Bachelor's degree in related field, minimum 2 years of experience in related field, have a calling in education, proficient in English"
86,Senior High School,Bachelor Degree,ICT Teacher,General,Jawa Barat,Cileungsi,24,Operate a computer,Proficient in English,Collaboration,0,Full time,Sekolah Citra Kasih - Sekolah Ciputra Kasih - Sekolah Citra Berkat,2023-05-04,Sekolah,https://citrakasih.sch.id/vacancy/,"Maximum age of 35 years old, Bachelor's degree in related field, minimum 2 years of experience in related field, have a calling in education, proficient in English"
87,Elementary School,Bachelor Degree,Music and Vocal Teacher,General,Jawa Barat,Cileungsi,24,Arts,Proficient in English,Collaboration,0,Full time,Sekolah Citra Kasih - Sekolah Ciputra Kasih - Sekolah Citra Berkat,2023-05-04,Sekolah,https://citrakasih.sch.id/vacancy/,"Maximum age of 35 years old, Bachelor's degree in related field, minimum 2 years of experience in related field, have a calling in education, proficient in English"
88,Elementary School,Bachelor Degree,English teacher,General,Jawa Barat,Cileungsi,24,Proficient in English,Communication,Proficient in English,0,Full time,Sekolah Citra Kasih - Sekolah Ciputra Kasih - Sekolah Citra Berkat,2023-05-04,Sekolah,https://citrakasih.sch.id/vacancy/,"Maximum age of 35 years old, Bachelor's degree in related field, minimum 2 years of experience in related field, have a calling in education, proficient in English"
89,Senior High School,Bachelor Degree,Sociology Teacher,General,Jawa Barat,Cileungsi,24,Social Sciences,Collaboration,Proficient in English,0,Full time,Sekolah Citra Kasih - Sekolah Ciputra Kasih - Sekolah Citra Berkat,2023-05-04,Sekolah,https://citrakasih.sch.id/vacancy/,"Maximum age of 35 years old, Bachelor's degree in related field, minimum 2 years of experience in related field, have a calling in education, proficient in English"
90,Junior High School,Bachelor Degree,Social Teacher,General,Jawa Barat,Cileungsi,24,Social Sciences,Proficient in English,Leadership,0,Full time,Sekolah Citra Kasih - Sekolah Ciputra Kasih - Sekolah Citra Berkat,2023-05-04,Sekolah,https://citrakasih.sch.id/vacancy/,"Maximum age of 35 years old, Bachelor's degree in related field, minimum 2 years of experience in related field, have a calling in education, proficient in English"
91,Senior High School,Bachelor Degree,PE Teacher,General,Jawa Barat,Cileungsi,24,Sport,Collaboration,Proficient in English,0,Full time,Sekolah Citra Kasih - Sekolah Ciputra Kasih - Sekolah Citra Berkat,2023-05-04,Sekolah,https://citrakasih.sch.id/vacancy/,"Maximum age of 35 years old, Bachelor's degree in related field, minimum 2 years of experience in related field, have a calling in education, proficient in English"
92,Senior High School,Bachelor Degree,Christian Religion Teacher,General,Jawa Barat,Cileungsi,24,Christian Religion,Proficient in English,Communication,0,Contract,Sekolah Citra Kasih - Sekolah Ciputra Kasih - Sekolah Citra Berkat,2023-05-04,Sekolah,https://citrakasih.sch.id/vacancy/,"Maximum age of 35 years old, Bachelor's degree in related field, minimum 2 years of experience in related field, have a calling in education, proficient in English"
93,Senior High School,Bachelor Degree,Music teacher,General,Jawa Barat,Cileungsi,24,Arts,Proficient in English,Collaboration,0,Full time,Sekolah Citra Kasih - Sekolah Ciputra Kasih - Sekolah Citra Berkat,2023-05-04,Sekolah,https://citrakasih.sch.id/vacancy/,"Maximum age of 35 years old, Bachelor's degree in related field, minimum 2 years of experience in related field, have a calling in education, proficient in English"
94,General,Bachelor Degree,General Affair,General,Jawa Barat,Cileungsi,24,Administrative,Collaboration,Proficient in English,0,Full time,Sekolah Citra Kasih - Sekolah Ciputra Kasih - Sekolah Citra Berkat,2023-05-04,Sekolah,https://citrakasih.sch.id/vacancy/,"Maximum age of 35 years old, Bachelor's degree in related field, minimum 2 years of experience in related field, have a calling in education, proficient in English"
95,Kindergarten,Bachelor Degree,Kindergarten Teacher,General,Jawa Timur,Surabaya,24,Experience in teaching kids,Proficient in English,Creative,0,Full time,Sekolah Citra Kasih - Sekolah Ciputra Kasih - Sekolah Citra Berkat,2023-05-04,Sekolah,https://citrakasih.sch.id/vacancy/,"Maximum age of 35 years old, Bachelor's degree in related field, minimum 2 years of experience in related field, have a calling in education, proficient in English"
96,Junior High School,Bachelor Degree,Javanese Teacher,General,Jawa Timur,Surabaya,24,Javanese Culture,Proficient in English,Collaboration,0,Full time,Sekolah Citra Kasih - Sekolah Ciputra Kasih - Sekolah Citra Berkat,2023-05-04,Sekolah,https://citrakasih.sch.id/vacancy/,"Maximum age of 35 years old, Bachelor's degree in related field, minimum 2 years of experience in related field, have a calling in education, proficient in English"
97,Senior High School,Bachelor Degree,ICT Teacher,General,Jawa Timur,Surabaya,24,Operate a computer,Proficient in English,Collaboration,0,Full time,Sekolah Citra Kasih - Sekolah Ciputra Kasih - Sekolah Citra Berkat,2023-05-04,Sekolah,https://citrakasih.sch.id/vacancy/,"Maximum age of 35 years old, Bachelor's degree in related field, minimum 2 years of experience in related field, have a calling in education, proficient in English"
98,Senior High School,Bachelor Degree,Physics Teacher,General,Jawa Timur,Surabaya,24,Physic,Creative,Proficient in English,0,Full time,Sekolah Citra Kasih - Sekolah Ciputra Kasih - Sekolah Citra Berkat,2023-05-04,Sekolah,https://citrakasih.sch.id/vacancy/,"Maximum age of 35 years old, Bachelor's degree in related field, minimum 2 years of experience in related field, have a calling in education, proficient in English"
99,General,Bachelor Degree,Civics Teacher,General,Jawa Timur,Surabaya,24,Civics,Leadership,Proficient in English,0,Full time,Sekolah Citra Kasih - Sekolah Ciputra Kasih - Sekolah Citra Berkat,2023-05-04,Sekolah,https://citrakasih.sch.id/vacancy/,"Maximum age of 35 years old, Bachelor's degree in related field, minimum 2 years of experience in related field, have a calling in education, proficient in English"
100,General,Bachelor Degree,Librarian,General,Jawa Timur,Surabaya,24,Library Administration,Proficient in English,Collaboration,0,Full time,Sekolah Citra Kasih - Sekolah Ciputra Kasih - Sekolah Citra Berkat,2023-05-04,Sekolah,https://citrakasih.sch.id/vacancy/,"Maximum age of 35 years old, Bachelor's degree in related field, minimum 2 years of experience in related field, have a calling in education, proficient in English"
101,General,Bachelor Degree,Academic Administration,General,Jawa Timur,Surabaya,24,Administrative,Proficient in English,Collaboration,0,Full time,Sekolah Citra Kasih - Sekolah Ciputra Kasih - Sekolah Citra Berkat,2023-05-04,Sekolah,https://citrakasih.sch.id/vacancy/,"Maximum age of 35 years old, Bachelor's degree in related field, minimum 2 years of experience in related field, have a calling in education, proficient in English"
102,General,Bachelor Degree,Digital Marketing,General,Jawa Timur,Surabaya,24,Marketing,Proficient in English,Collaboration,0,Full time,Sekolah Citra Kasih - Sekolah Ciputra Kasih - Sekolah Citra Berkat,2023-05-04,Sekolah,https://citrakasih.sch.id/vacancy/,"Maximum age of 35 years old, Bachelor's degree in related field, minimum 2 years of experience in related field, have a calling in education, proficient in English"
103,Elementary School,Bachelor Degree,Art and Music Teacher,General,Sulawesi Utara,Manado,24,Arts,Proficient in English,Creative,0,Full time,Sekolah Citra Kasih - Sekolah Ciputra Kasih - Sekolah Citra Berkat,2023-05-04,Sekolah,https://citrakasih.sch.id/vacancy/,"Maximum age of 35 years old, Bachelor's degree in related field, minimum 2 years of experience in related field, have a calling in education, proficient in English"
104,Elementary School,Bachelor Degree,Mandarin Teacher,General,Sulawesi Utara,Manado,24,Proficient in Mandarin,Communication,Proficient in English,0,Full time,Sekolah Citra Kasih - Sekolah Ciputra Kasih - Sekolah Citra Berkat,2023-05-04,Sekolah,https://citrakasih.sch.id/vacancy/,"Maximum age of 35 years old, Bachelor's degree in related field, minimum 2 years of experience in related field, have a calling in education, proficient in English"
105,Junior High School,Bachelor Degree,Physical Education and Health Teachers,General,Sulawesi Utara,Manado,24,Sport,Collaboration,Proficient in English,0,Full time,Sekolah Citra Kasih - Sekolah Ciputra Kasih - Sekolah Citra Berkat,2023-05-04,Sekolah,https://citrakasih.sch.id/vacancy/,"Maximum age of 35 years old, Bachelor's degree in related field, minimum 2 years of experience in related field, have a calling in education, proficient in English"
106,Junior High School,Bachelor Degree,Indonesian Teacher,General,Sulawesi Utara,Manado,24,Indonesian,Communication,Proficient in English,0,Full time,Sekolah Citra Kasih - Sekolah Ciputra Kasih - Sekolah Citra Berkat,2023-05-04,Sekolah,https://citrakasih.sch.id/vacancy/,"Maximum age of 35 years old, Bachelor's degree in related field, minimum 2 years of experience in related field, have a calling in education, proficient in English"
107,Senior High School,Bachelor Degree,Indonesian Teacher,General,Sulawesi Utara,Manado,24,Indonesian,Collaboration,Proficient in English,0,Full time,Sekolah Citra Kasih - Sekolah Ciputra Kasih - Sekolah Citra Berkat,2023-05-04,Sekolah,https://citrakasih.sch.id/vacancy/,"Maximum age of 35 years old, Bachelor's degree in related field, minimum 2 years of experience in related field, have a calling in education, proficient in English"
108,Elementary School,Bachelor Degree,IT teacher,General,Sulawesi Utara,Manado,24,Operate a computer,Collaboration,Proficient in English,0,Full time,Sekolah Citra Kasih - Sekolah Ciputra Kasih - Sekolah Citra Berkat,2023-05-04,Sekolah,https://citrakasih.sch.id/vacancy/,"Maximum age of 35 years old, Bachelor's degree in related field, minimum 2 years of experience in related field, have a calling in education, proficient in English"
109,General,Bachelor Degree,Digital Marketing,General,Sulawesi Utara,Manado,24,Marketing,Proficient in English,Administrative,0,Full time,Sekolah Citra Kasih - Sekolah Ciputra Kasih - Sekolah Citra Berkat,2023-05-04,Sekolah,https://citrakasih.sch.id/vacancy/,"Maximum age of 35 years old, Bachelor's degree in related field, minimum 2 years of experience in related field, have a calling in education, proficient in English"
110,Junior High School,Bachelor Degree,Physics Teacher,General,Jawa Tengah,Semarang,24,Physic,Collaboration,Proficient in English,0,Full time,Sekolah Citra Kasih - Sekolah Ciputra Kasih - Sekolah Citra Berkat,2023-05-04,Sekolah,https://citrakasih.sch.id/vacancy/,"Maximum age of 35 years old, Bachelor's degree in related field, minimum 2 years of experience in related field, have a calling in education, proficient in English"
111,Junior High School,Bachelor Degree,Mathematic Teacher,General,Jawa Tengah,Semarang,24,Mathematics,Communication,Proficient in English,0,Full time,Sekolah Citra Kasih - Sekolah Ciputra Kasih - Sekolah Citra Berkat,2023-05-04,Sekolah,https://citrakasih.sch.id/vacancy/,"Maximum age of 35 years old, Bachelor's degree in related field, minimum 2 years of experience in related field, have a calling in education, proficient in English"
112,Senior High School,Bachelor Degree,Mathematic Teacher,General,Jawa Tengah,Semarang,24,Mathematics,Proficient in English,Collaboration,0,Full time,Sekolah Citra Kasih - Sekolah Ciputra Kasih - Sekolah Citra Berkat,2023-05-04,Sekolah,https://citrakasih.sch.id/vacancy/,"Maximum age of 35 years old, Bachelor's degree in related field, minimum 2 years of experience in related field, have a calling in education, proficient in English"
113,Junior High School,Bachelor Degree,"Dance, Theater, Music Teacher",General,Jawa Tengah,Semarang,24,Arts,Proficient in English,Creative,0,Full time,Sekolah Citra Kasih - Sekolah Ciputra Kasih - Sekolah Citra Berkat,2023-05-04,Sekolah,https://citrakasih.sch.id/vacancy/,"Maximum age of 35 years old, Bachelor's degree in related field, minimum 2 years of experience in related field, have a calling in education, proficient in English"
114,Senior High School,Bachelor Degree,"Dance, Theater, Music Teacher",General,Jawa Tengah,Semarang,24,Arts,Collaboration,Proficient in English,0,Full time,Sekolah Citra Kasih - Sekolah Ciputra Kasih - Sekolah Citra Berkat,2023-05-04,Sekolah,https://citrakasih.sch.id/vacancy/,"Maximum age of 35 years old, Bachelor's degree in related field, minimum 2 years of experience in related field, have a calling in education, proficient in English"
115,Junior High School,Bachelor Degree,Physical Education and Health Teachers,General,Jawa Tengah,Semarang,24,Sport,Proficient in English,Collaboration,0,Full time,Sekolah Citra Kasih - Sekolah Ciputra Kasih - Sekolah Citra Berkat,2023-05-04,Sekolah,https://citrakasih.sch.id/vacancy/,"Maximum age of 35 years old, Bachelor's degree in related field, minimum 2 years of experience in related field, have a calling in education, proficient in English"
116,Senior High School,Bachelor Degree,Physical Education and Health Teachers,General,Jawa Tengah,Semarang,24,Sport,Proficient in English,Creative,0,Full time,Sekolah Citra Kasih - Sekolah Ciputra Kasih - Sekolah Citra Berkat,2023-05-04,Sekolah,https://citrakasih.sch.id/vacancy/,"Maximum age of 35 years old, Bachelor's degree in related field, minimum 2 years of experience in related field, have a calling in education, proficient in English"
117,Kindergarten,Diploma Degree,Kindergarten Teacher,Perempuan,Jawa Barat,Bogor,12,Experience in teaching kids,Read the Qur’an,Operate a computer,0,full time,Lembaga Pengembangan Insani Dompet Dhuafa (LPI DD),2023-05-23,Lembaga Pemberdayaan,https://www.linkedin.com/posts/zulfa-nurhikmah-a03965157_lokerguru-gurupaud-lowongankerja-activity-7066583880719360000-h7o7?utm_source=share&utm_medium=member_desktop,"Usia maksimal 20-35 tahun, Pendidikan minimal D1 PGTK, Memiliki kemampuan komunikasi yang baik, memiliki kemampuan mengajar/training, memiliki kemampuan interpersonal yang baik"
118,Kindergarten,High School Diploma,Kindergarten Teacher Assistant,Perempuan,Bali,Denpasar,0,Experience in teaching kids,Creative,Collaboration,0,Full time,Permata Bunda Preschool,2023-05-22,Sekolah,https://twitter.com/lokerbali_id/status/1660493624067645440,"Wanita, Pendidikan minimal SMA/Sederajat, mencintai dunia anak dan pendidikan, mampu belajar hal baru, mampu bekerja dengan tim"
119,Kindergarten,Bachelor Degree,ABK therapist Children,Perempuan,Bali,Denpasar,0,Special Needs Children,Experience in teaching kids,Creative,0,Full time,Permata Bunda Preschool,2023-05-22,Sekolah,https://twitter.com/lokerbali_id/status/1660493624067645440,"Wanita, Pendidikan minimal S1 Psikologi, Mencintai dunia anak dan pendidikan, Diutamakan sudah berpengalaman dalam bidang terapis anak berkebutuhan khusus, bersedia mengikuti pelatihan anak berkebutuhan khusus, mampu bekerja dengan tim"
120,Elementary School,Bachelor Degree,Quran language teacher,Perempuan,Nusa Tenggara Barat,Lombok,0,Read the Qur’an,Collaboration,Lesson Plan,0,Full time,SDIT Fauziah Yarsi Mataram,2023-05-22,Sekolah,https://twitter.com/NesiaNet/status/1660440568973983744,"Lulus S1/D4 Pendidikan dengan minimal IPK 3.0 , Mampu membaca alquran dengan lancar, usia maksimal 30 tahun pada bulan Juni 2023, Sehat jasmani dan rohani, bebas dari narkoba dan rokok, siap bekerja dalam tim"
121,Elementary School,Bachelor Degree,Elementary School teacher,Perempuan,Nusa Tenggara Barat,Lombok,0,Experience in teaching kids,Creative,Collaboration,0,Full time,SDIT Fauziah Yarsi Mataram,2023-05-22,Sekolah,https://twitter.com/NesiaNet/status/1660440568973983744,"Lulus S1/D4 Pendidikan dengan minimal IPK 3.0 , Mampu membaca alquran dengan lancar, usia maksimal 30 tahun pada bulan Juni 2023, Sehat jasmani dan rohani, bebas dari narkoba dan rokok, siap bekerja dalam tim"
122,Elementary School,Bachelor Degree,Indonesian teacher,Perempuan,Nusa Tenggara Barat,Lombok,0,Indonesian,Read the Qur’an,Creative,0,Full time,SDIT Fauziah Yarsi Mataram,2023-05-22,Sekolah,https://twitter.com/NesiaNet/status/1660440568973983744,"Lulus S1/D4 Pendidikan dengan minimal IPK 3.0 , Mampu membaca alquran dengan lancar, usia maksimal 30 tahun pada bulan Juni 2023, Sehat jasmani dan rohani, bebas dari narkoba dan rokok, siap bekerja dalam tim"
123,Elementary School,Bachelor Degree,Physics teacher,Perempuan,Nusa Tenggara Barat,Lombok,0,Physic,Read the Qur’an,Collaboration,0,Full time,SDIT Fauziah Yarsi Mataram,2023-05-22,Sekolah,https://twitter.com/NesiaNet/status/1660440568973983744,"Lulus S1/D4 Pendidikan dengan minimal IPK 3.0 , Mampu membaca alquran dengan lancar, usia maksimal 30 tahun pada bulan Juni 2023, Sehat jasmani dan rohani, bebas dari narkoba dan rokok, siap bekerja dalam tim"
124,Elementary School,Bachelor Degree,Mathematic teacher,Perempuan,Nusa Tenggara Barat,Lombok,0,Mathematics,Creative,Read the Qur’an,0,Full time,SDIT Fauziah Yarsi Mataram,2023-05-22,Sekolah,https://twitter.com/NesiaNet/status/1660440568973983744,"Lulus S1/D4 Pendidikan dengan minimal IPK 3.0 , Mampu membaca alquran dengan lancar, usia maksimal 30 tahun pada bulan Juni 2023, Sehat jasmani dan rohani, bebas dari narkoba dan rokok, siap bekerja dalam tim"
125,Senior High School,Bachelor Degree,Mathematic  teacher,General,Jawa Barat,Sukabumi,0,Mathematics,Operate a computer,Communication,0,Full time,SMA Pesantren Unggul Al Bayan,20223-05-21,Sekolah,https://www.lowongan.albayan.or.id/,"Muslim/Muslimah, usia maksimal 30 tahun, siap tinggal di perumahan guru/asrama, sehat jasmani dan tidak merokok, kepribadian islami, peduli terhadap pembentukan akhlak mulia pada remaja muslim, minimal berpendidikan S1 pada bidang yang bersesuaian dengan IPK minimal 3.00, Diutamakan dapat menghafal Alquran juz 30 dan dapat membaca Alquran dengan tartil"
126,Senior High School,Bachelor Degree,Citizenship Education Teacher,General,Jawa Barat,Sukabumi,0,Civics,Read the Qur’an,Operate a computer,0,Full time,SMA Pesantren Unggul Al Bayan,2023-05-21,Sekolah,https://www.lowongan.albayan.or.id/,"Muslim/Muslimah, usia maksimal 30 tahun, siap tinggal di perumahan guru/asrama, sehat jasmani dan tidak merokok, kepribadian islami, peduli terhadap pembentukan akhlak mulia pada remaja muslim, minimal berpendidikan S1 pada bidang yang bersesuaian dengan IPK minimal 3.00, Diutamakan dapat menghafal Alquran juz 30 dan dapat membaca Alquran dengan tartil"
127,Senior High School,Bachelor Degree,Math teacher,General,Jawa Barat,Sukabumi,0,Mathematics,Operate a computer,Read the Qur’an,0,Full time,SMA Pesantren Unggul Al Bayan,20223-05-21,Sekolah,https://www.lowongan.albayan.or.id/,"Muslim/Muslimah, usia maksimal 30 tahun, siap tinggal di perumahan guru/asrama, sehat jasmani dan tidak merokok, kepribadian islami, peduli terhadap pembentukan akhlak mulia pada remaja muslim, minimal berpendidikan S1 pada bidang yang bersesuaian dengan IPK minimal 3.00, Diutamakan dapat menghafal Alquran juz 30 dan dapat membaca Alquran dengan tartil"
128,Senior High School,Bachelor Degree,Physics teacher,General,Jawa Barat,Sukabumi,0,Physic,Read the Qur’an,Microsoft Office,0,Full time,SMA Pesantren Unggul Al Bayan,2023-05-21,Sekolah,https://www.lowongan.albayan.or.id/,"Muslim/Muslimah, usia maksimal 30 tahun, siap tinggal di perumahan guru/asrama, sehat jasmani dan tidak merokok, kepribadian islami, peduli terhadap pembentukan akhlak mulia pada remaja muslim, minimal berpendidikan S1 pada bidang yang bersesuaian dengan IPK minimal 3.00, Diutamakan dapat menghafal Alquran juz 30 dan dapat membaca Alquran dengan tartil"
129,Senior High School,Bachelor Degree,Chemistry teacher,General,Jawa Barat,Sukabumi,0,Chemistry,Operate a computer,Read the Qur’an,0,Full time,SMA Pesantren Unggul Al Bayan,20223-05-21,Sekolah,https://www.lowongan.albayan.or.id/,"Muslim/Muslimah, usia maksimal 30 tahun, siap tinggal di perumahan guru/asrama, sehat jasmani dan tidak merokok, kepribadian islami, peduli terhadap pembentukan akhlak mulia pada remaja muslim, minimal berpendidikan S1 pada bidang yang bersesuaian dengan IPK minimal 3.00, Diutamakan dapat menghafal Alquran juz 30 dan dapat membaca Alquran dengan tartil"
130,Senior High School,Bachelor Degree,Biology teacher,General,Jawa Barat,Sukabumi,0,Biology,Read the Qur’an,Microsoft Office,0,Full time,SMA Pesantren Unggul Al Bayan,2023-05-21,Sekolah,https://www.lowongan.albayan.or.id/,"Muslim/Muslimah, usia maksimal 30 tahun, siap tinggal di perumahan guru/asrama, sehat jasmani dan tidak merokok, kepribadian islami, peduli terhadap pembentukan akhlak mulia pada remaja muslim, minimal berpendidikan S1 pada bidang yang bersesuaian dengan IPK minimal 3.00, Diutamakan dapat menghafal Alquran juz 30 dan dapat membaca Alquran dengan tartil"
131,Senior High School,Bachelor Degree,Counseling Teacher,General,Jawa Barat,Sukabumi,0,Psychology,Read the Qur’an,Operate a computer,0,Full time,SMA Pesantren Unggul Al Bayan,20223-05-21,Sekolah,https://www.lowongan.albayan.or.id/,"Muslim/Muslimah, usia maksimal 30 tahun, siap tinggal di perumahan guru/asrama, sehat jasmani dan tidak merokok, kepribadian islami, peduli terhadap pembentukan akhlak mulia pada remaja muslim, minimal berpendidikan S1 pada bidang yang bersesuaian dengan IPK minimal 3.00, Diutamakan dapat menghafal Alquran juz 30 dan dapat membaca Alquran dengan tartil"
132,Senior High School,Bachelor Degree,Economic teacher,General,Jawa Barat,Sukabumi,0,Economy,Operate a computer,Read the Qur’an,0,Full time,SMA Pesantren Unggul Al Bayan,2023-05-21,Sekolah,https://www.lowongan.albayan.or.id/,"Muslim/Muslimah, usia maksimal 30 tahun, siap tinggal di perumahan guru/asrama, sehat jasmani dan tidak merokok, kepribadian islami, peduli terhadap pembentukan akhlak mulia pada remaja muslim, minimal berpendidikan S1 pada bidang yang bersesuaian dengan IPK minimal 3.00, Diutamakan dapat menghafal Alquran juz 30 dan dapat membaca Alquran dengan tartil"
133,Senior High School,Bachelor Degree,English teacher,General,Jawa Barat,Sukabumi,0,Proficient in English,Microsoft Office,Read the Qur’an,0,Full time,SMA Pesantren Unggul Al Bayan,20223-05-21,Sekolah,https://www.lowongan.albayan.or.id/,"Muslim/Muslimah, usia maksimal 30 tahun, siap tinggal di perumahan guru/asrama, sehat jasmani dan tidak merokok, kepribadian islami, peduli terhadap pembentukan akhlak mulia pada remaja muslim, minimal berpendidikan S1 pada bidang yang bersesuaian dengan IPK minimal 3.00, Diutamakan dapat menghafal Alquran juz 30 dan dapat membaca Alquran dengan tartil"
